"word"	"n"	"right_spelling"
"Enginemen"	4	FALSE
"Englishspeaking"	4	FALSE
"essentiality"	4	FALSE
"Eveleigh"	4	FALSE
"evenhanded"	4	FALSE
"everbody"	4	FALSE
"exPostmasterGeneral"	4	FALSE
"expressways"	4	FALSE
"f.a.q"	4	FALSE
"f.o"	4	FALSE
"fac"	4	FALSE
"faras"	4	FALSE
"Farrar"	4	FALSE
"fellmongering"	4	FALSE
"fellmongery"	4	FALSE
"felloes"	4	FALSE
"Ferndale"	4	FALSE
"fiancees"	4	FALSE
"fiscalism"	4	FALSE
"Franki"	4	FALSE
"Fretilin"	4	FALSE
"gaged"	4	FALSE
"gallup"	4	FALSE
"Galston"	4	FALSE
"GATT"	4	FALSE
"gazettal"	4	FALSE
"gest"	4	FALSE
"gestapo"	4	FALSE
"Glaxo"	4	FALSE
"Gollin"	4	FALSE
"Governmen"	4	FALSE
"Grayden"	4	FALSE
"gristing"	4	FALSE
"Gundagai"	4	FALSE
"Gurindji"	4	FALSE
"Haigh"	4	FALSE
"Halsbury"	4	FALSE
"Harter"	4	FALSE
"hasa"	4	FALSE
"have1"	4	FALSE
"havehad"	4	FALSE
"haveno"	4	FALSE
"hd"	4	FALSE
"Heaton"	4	FALSE
"hecould"	4	FALSE
"hehad"	4	FALSE
"hewill"	4	FALSE
"hifalutin"	4	FALSE
"HLIC"	4	FALSE
"Hobler"	4	FALSE
"Hobson's"	4	FALSE
"holdup"	4	FALSE
"Hongkong"	4	FALSE
"honorableand"	4	FALSE
"hopethat"	4	FALSE
"Hornsby"	4	FALSE
"hotelkeeper"	4	FALSE
"Hunt's"	4	FALSE
"huy"	4	FALSE
"hypothecated"	4	FALSE
"I.t"	4	FALSE
"I960"	4	FALSE
"Iask"	4	FALSE
"iB"	4	FALSE
"Ibelieve"	4	FALSE
"ibo"	4	FALSE
"ic"	4	FALSE
"ICAO"	4	FALSE
"iff"	4	FALSE
"Ifr"	4	FALSE
"ifthe"	4	FALSE
"Ifwe"	4	FALSE
"Ihe"	4	FALSE
"iia"	4	FALSE
"Ils"	4	FALSE
"imme"	4	FALSE
"IndoChina"	4	FALSE
"indorses"	4	FALSE
"inf"	4	FALSE
"informa"	4	FALSE
"initialed"	4	FALSE
"Intertel"	4	FALSE
"intituled"	4	FALSE
"intrusting"	4	FALSE
"investi"	4	FALSE
"inwhich"	4	FALSE
"isi"	4	FALSE
"isso"	4	FALSE
"ithas"	4	FALSE
"Iti"	4	FALSE
"Iwas"	4	FALSE
"Iwish"	4	FALSE
"Jelley"	4	FALSE
"Jellicoe"	4	FALSE
"jn"	4	FALSE
"journment"	4	FALSE
"jr"	4	FALSE
"Jugo"	4	FALSE
"Junee"	4	FALSE
"Kanakas"	4	FALSE
"kenaf"	4	FALSE
"Kerang"	4	FALSE
"kerbstone"	4	FALSE
"Kinchant"	4	FALSE
"Kisch"	4	FALSE
"knowhow"	4	FALSE
"Kolan"	4	FALSE
"Koombana"	4	FALSE
"Kuan"	4	FALSE
"Kylsant"	4	FALSE
"Kyneton"	4	FALSE
"L.E"	4	FALSE
"l1"	4	FALSE
"Lachlan"	4	FALSE
"laisser"	4	FALSE
"Langdon"	4	FALSE
"Langwarrin"	4	FALSE
"larrikin"	4	FALSE
"Leeper"	4	FALSE
"lettercarriers"	4	FALSE
"Lf"	4	FALSE
"Libera"	4	FALSE
"LieutenantColonel"	4	FALSE
"lightered"	4	FALSE
"Lilydale"	4	FALSE
"Lim"	4	FALSE
"linotype"	4	FALSE
"lj"	4	FALSE
"Lloyds"	4	FALSE
"lon"	4	FALSE
"lowgrade"	4	FALSE
"Loxton"	4	FALSE
"lsa"	4	FALSE
"luminal"	4	FALSE
"Lutana"	4	FALSE
"Lysaght's"	4	FALSE
"M3"	4	FALSE
"macadamized"	4	FALSE
"Macartney"	4	FALSE
"MacDonnell"	4	FALSE
"Macpherson"	4	FALSE
"Maisey"	4	FALSE
"MajorGeneral"	4	FALSE
"makeup"	4	FALSE
"manian"	4	FALSE
"Maningrida"	4	FALSE
"MANS"	4	FALSE
"manu"	4	FALSE
"manufactories"	4	FALSE
"Marrawah"	4	FALSE
"materia"	4	FALSE
"Maughan"	4	FALSE
"Mavourneen"	4	FALSE
"McClelland"	4	FALSE
"McConaghy"	4	FALSE
"Mcintosh"	4	FALSE
"mct"	4	FALSE
"mem.ber"	4	FALSE
"membersopposite"	4	FALSE
"Merrie"	4	FALSE
"Metcalfe"	4	FALSE
"Michelago"	4	FALSE
"mil"	4	FALSE
"Millfield"	4	FALSE
"mo3t"	4	FALSE
"moratoria"	4	FALSE
"Morobe"	4	FALSE
"moTe"	4	FALSE
"Mr.Corser"	4	FALSE
"Mr.FOSTER"	4	FALSE
"Mr.Mcwilliams"	4	FALSE
"Mr.McWilliams"	4	FALSE
"Mr.Rosevear"	4	FALSE
"Mr.TUDOR"	4	FALSE
"Mr.V"	4	FALSE
"Mulhall"	4	FALSE
"Mulloka"	4	FALSE
"munity"	4	FALSE
"Nauruan"	4	FALSE
"necesary"	4	FALSE
"negroes"	4	FALSE
"nic"	4	FALSE
"Nicolle"	4	FALSE
"nin"	4	FALSE
"Nivison"	4	FALSE
"nonessential"	4	FALSE
"nonexistent"	4	FALSE
"nonproliferation"	4	FALSE
"Noongah"	4	FALSE
"notbeen"	4	FALSE
"notsay"	4	FALSE
"Nui"	4	FALSE
"Nungarin"	4	FALSE
"occuring"	4	FALSE
"ofany"	4	FALSE
"offs"	4	FALSE
"ofmy"	4	FALSE
"ofWestern"	4	FALSE
"Oldmeadow"	4	FALSE
"ollowing"	4	FALSE
"Om"	4	FALSE
"onesided"	4	FALSE
"ora"	4	FALSE
"Orbost"	4	FALSE
"OU"	4	FALSE
"ourable"	4	FALSE
"outof"	4	FALSE
"P.C"	4	FALSE
"palings"	4	FALSE
"Pardoe"	4	FALSE
"Peake"	4	FALSE
"Pember"	4	FALSE
"Petrovs"	4	FALSE
"photostats"	4	FALSE
"pinus"	4	FALSE
"placitum"	4	FALSE
"platelaying"	4	FALSE
"plow"	4	FALSE
"Plunkett"	4	FALSE
"Pol"	4	FALSE
"Portus"	4	FALSE
"posal"	4	FALSE
"Postoffice"	4	FALSE
"powellizing"	4	FALSE
"pres3"	4	FALSE
"presentday"	4	FALSE
"private's"	4	FALSE
"Proc"	4	FALSE
"Pyrmont"	4	FALSE
"queston"	4	FALSE
"Quirindi"	4	FALSE
"r.he"	4	FALSE
"Ranh"	4	FALSE
"rea"	4	FALSE
"Ready's"	4	FALSE
"Redbank"	4	FALSE
"reelected"	4	FALSE
"reelection"	4	FALSE
"Reestablishment"	4	FALSE
"referringto"	4	FALSE
"reichsmarks"	4	FALSE
"rf"	4	FALSE
"rinderpest"	4	FALSE
"Ringwood"	4	FALSE
"Riotinto"	4	FALSE
"roadmaking"	4	FALSE
"Rockdale"	4	FALSE
"rr"	4	FALSE
"Rustaveli"	4	FALSE
"ry"	4	FALSE
"S.A"	4	FALSE
"S00"	4	FALSE
"S5"	4	FALSE
"saidthat"	4	FALSE
"Santamaria"	4	FALSE
"Sargood"	4	FALSE
"selfdetermination"	4	FALSE
"semigovernment"	4	FALSE
"semiofficial"	4	FALSE
"sen"	4	FALSE
"sented"	4	FALSE
"Sgd"	4	FALSE
"shalt"	4	FALSE
"Shoalhaven"	4	FALSE
"shortterm"	4	FALSE
"shortwave"	4	FALSE
"Shota"	4	FALSE
"shouldhave"	4	FALSE
"sider"	4	FALSE
"SirWilliam"	4	FALSE
"sp"	4	FALSE
"Speakerhaving"	4	FALSE
"Srd"	4	FALSE
"StarrBowkett"	4	FALSE
"Stephensen"	4	FALSE
"Stileman"	4	FALSE
"Stott"	4	FALSE
"Strahan"	4	FALSE
"structed"	4	FALSE
"Subiaco"	4	FALSE
"substantia"	4	FALSE
"sucha"	4	FALSE
"sug"	4	FALSE
"supposititious"	4	FALSE
"sur"	4	FALSE
"SurveyorGeneral"	4	FALSE
"Symon"	4	FALSE
"T.N.T"	4	FALSE
"tain"	4	FALSE
"Tarakan"	4	FALSE
"tcn"	4	FALSE
"tention"	4	FALSE
"terests"	4	FALSE
"Terrigal"	4	FALSE
"Territorians"	4	FALSE
"thar"	4	FALSE
"thatis"	4	FALSE
"thatthis"	4	FALSE
"thc"	4	FALSE
"tHe"	4	FALSE
"theAustralian"	4	FALSE
"theChair"	4	FALSE
"theinterests"	4	FALSE
"themajority"	4	FALSE
"thenumber"	4	FALSE
"theonly"	4	FALSE
"thepresent"	4	FALSE
"ther"	4	FALSE
"theywill"	4	FALSE
"thiscountry"	4	FALSE
"thisHouse"	4	FALSE
"thismatter"	4	FALSE
"thisyear"	4	FALSE
"thos"	4	FALSE
"tional"	4	FALSE
"tioned"	4	FALSE
"to1d"	4	FALSE
"toa"	4	FALSE
"tobaccogrowing"	4	FALSE
"toby"	4	FALSE
"togo"	4	FALSE
"Tokio"	4	FALSE
"Tonkin"	4	FALSE
"toprevent"	4	FALSE
"toshow"	4	FALSE
"totake"	4	FALSE
"tothat"	4	FALSE
"transhipment"	4	FALSE
"transhipped"	4	FALSE
"Trautwein"	4	FALSE
"trouserings"	4	FALSE
"Tuggeranong"	4	FALSE
"tung"	4	FALSE
"Turramurra"	4	FALSE
"twelvemonths"	4	FALSE
"twentythree"	4	FALSE
"U's"	4	FALSE
"udge"	4	FALSE
"uncertificated"	4	FALSE
"und"	4	FALSE
"unitedly"	4	FALSE
"unnaturalized"	4	FALSE
"uo"	4	FALSE
"ur"	4	FALSE
"urgers"	4	FALSE
"Vardon"	4	FALSE
"Vietnamisation"	4	FALSE
"W.ELLIOT"	4	FALSE
"Wallangarra"	4	FALSE
"Wallsend"	4	FALSE
"Warilla"	4	FALSE
"wehave"	4	FALSE
"wellestablished"	4	FALSE
"welshed"	4	FALSE
"wether"	4	FALSE
"wethers"	4	FALSE
"whenhe"	4	FALSE
"whenI"	4	FALSE
"WhenI"	4	FALSE
"whenthe"	4	FALSE
"whichis"	4	FALSE
"Whitiam"	4	FALSE
"who1"	4	FALSE
"whohave"	4	FALSE
"Wilis"	4	FALSE
"Willthe"	4	FALSE
"Wirraway"	4	FALSE
"Wirraways"	4	FALSE
"Wise's"	4	FALSE
"wm"	4	FALSE
"Wolgan"	4	FALSE
"Woollongong"	4	FALSE
"woolshed"	4	FALSE
"wooltops"	4	FALSE
"Wynne"	4	FALSE
"Yarralumla"	4	FALSE
"yearsago"	4	FALSE
"Yongala"	4	FALSE
"0.6c"	3	FALSE
"1,850m"	3	FALSE
"10,000m"	3	FALSE
"104s"	3	FALSE
"106a"	3	FALSE
"10Om"	3	FALSE
"12.5m"	3	FALSE
"120s"	3	FALSE
"12e"	3	FALSE
"140m"	3	FALSE
"15m"	3	FALSE
"170m"	3	FALSE
"176m"	3	FALSE
"178a"	3	FALSE
"17i"	3	FALSE
"18a"	3	FALSE
"191S"	3	FALSE
"1940s"	3	FALSE
"19b"	3	FALSE
"1o"	3	FALSE
"1S93"	3	FALSE
"2.8m"	3	FALSE
"21m"	3	FALSE
"240s"	3	FALSE
"243E"	3	FALSE
"250c"	3	FALSE
"28a"	3	FALSE
"28m"	3	FALSE
"2b"	3	FALSE
"2CH"	3	FALSE
"2f"	3	FALSE
"32m"	3	FALSE
"33i"	3	FALSE
"34c"	3	FALSE
"35d"	3	FALSE
"375m"	3	FALSE
"390m"	3	FALSE
"3ame"	3	FALSE
"3id"	3	FALSE
"40c"	3	FALSE
"45D"	3	FALSE
"45m"	3	FALSE
"52s"	3	FALSE
"560m"	3	FALSE
"56m"	3	FALSE
"57m"	3	FALSE
"5KA"	3	FALSE
"6,000m"	3	FALSE
"630m"	3	FALSE
"64m"	3	FALSE
"67m"	3	FALSE
"6id"	3	FALSE
"6k"	3	FALSE
"7,000m"	3	FALSE
"72s"	3	FALSE
"73c"	3	FALSE
"78s"	3	FALSE
"82b"	3	FALSE
"82m"	3	FALSE
"87s"	3	FALSE
"8A"	3	FALSE
"8c"	3	FALSE
"90m"	3	FALSE
"91a"	3	FALSE
"9b"	3	FALSE
"a_"	3	FALSE
"A.G.A"	3	FALSE
"A.M"	3	FALSE
"A.N.L"	3	FALSE
"A.P.P.U"	3	FALSE
"a'nd"	3	FALSE
"a's"	3	FALSE
"a't"	3	FALSE
"A44.6m"	3	FALSE
"aand"	3	FALSE
"Abbotsford"	3	FALSE
"abour"	3	FALSE
"abovementioned"	3	FALSE
"Abt"	3	FALSE
"acertain"	3	FALSE
"Aci"	3	FALSE
"ade"	3	FALSE
"agains"	3	FALSE
"againstthe"	3	FALSE
"agistment"	3	FALSE
"ahalf"	3	FALSE
"Alamein"	3	FALSE
"alao"	3	FALSE
"alf"	3	FALSE
"all1"	3	FALSE
"Allandale"	3	FALSE
"Allende"	3	FALSE
"allI"	3	FALSE
"allottees"	3	FALSE
"alsothat"	3	FALSE
"Altona"	3	FALSE
"alunite"	3	FALSE
"am1"	3	FALSE
"amnot"	3	FALSE
"an.d"	3	FALSE
"analyzing"	3	FALSE
"andhas"	3	FALSE
"andthey"	3	FALSE
"andthose"	3	FALSE
"ann"	3	FALSE
"annexure"	3	FALSE
"annua"	3	FALSE
"answerability"	3	FALSE
"antiCommunist"	3	FALSE
"anticonscriptionists"	3	FALSE
"anv"	3	FALSE
"anyother"	3	FALSE
"apan"	3	FALSE
"aquestion"	3	FALSE
"Ar"	3	FALSE
"ArbitrationCourt"	3	FALSE
"ARCHDALEPARKHILL.That"	3	FALSE
"areport"	3	FALSE
"arepractically"	3	FALSE
"arethe"	3	FALSE
"Armalite"	3	FALSE
"Arnaud"	3	FALSE
"Arndt"	3	FALSE
"asa"	3	FALSE
"ASCO"	3	FALSE
"ase"	3	FALSE
"aswe"	3	FALSE
"at1"	3	FALSE
"ation"	3	FALSE
"atn"	3	FALSE
"Augean"	3	FALSE
"Australia.I"	3	FALSE
"Australianproduced"	3	FALSE
"Australiato"	3	FALSE
"automobiles"	3	FALSE
"Avhich"	3	FALSE
"aw"	3	FALSE
"AWIC"	3	FALSE
"B.C"	3	FALSE
"Bagshaw"	3	FALSE
"Bahrein"	3	FALSE
"ballotpapers"	3	FALSE
"baltic"	3	FALSE
"BAMFORD"	3	FALSE
"Bandidt"	3	FALSE
"Bandung"	3	FALSE
"Baralaba"	3	FALSE
"Barellan"	3	FALSE
"Barger"	3	FALSE
"Barham"	3	FALSE
"basie"	3	FALSE
"Batt"	3	FALSE
"Bavay"	3	FALSE
"Beaconsfield"	3	FALSE
"becauseit"	3	FALSE
"becausethey"	3	FALSE
"beenmade"	3	FALSE
"Beerburrum"	3	FALSE
"beetsugar"	3	FALSE
"Begley's"	3	FALSE
"Bello"	3	FALSE
"Belmore"	3	FALSE
"bemade"	3	FALSE
"Benger's"	3	FALSE
"benzol"	3	FALSE
"benzoline"	3	FALSE
"betweenthe"	3	FALSE
"Bien"	3	FALSE
"Biggenden"	3	FALSE
"Biloela"	3	FALSE
"Blackall"	3	FALSE
"Blackbourn"	3	FALSE
"Blacket"	3	FALSE
"blackwood"	3	FALSE
"Blockey's"	3	FALSE
"Boehm"	3	FALSE
"boodleiers"	3	FALSE
"Boonah"	3	FALSE
"borings"	3	FALSE
"Bostock"	3	FALSE
"bowelless"	3	FALSE
"bowyangs"	3	FALSE
"br"	3	FALSE
"Brachina"	3	FALSE
"Bramston"	3	FALSE
"Bramwell"	3	FALSE
"Brassey's"	3	FALSE
"Brewis"	3	FALSE
"bromo"	3	FALSE
"Bruche"	3	FALSE
"Bruxner"	3	FALSE
"Brych"	3	FALSE
"Buangs"	3	FALSE
"Buchan"	3	FALSE
"Bunge"	3	FALSE
"Burrinjuck"	3	FALSE
"Bushells"	3	FALSE
"bushrangers"	3	FALSE
"butthey"	3	FALSE
"Buttsworth"	3	FALSE
"Bv"	3	FALSE
"by1d"	3	FALSE
"by1s"	3	FALSE
"bylaws"	3	FALSE
"C.H"	3	FALSE
"cactoblastus"	3	FALSE
"Cadbury's"	3	FALSE
"Caesars"	3	FALSE
"CampbellBannerman"	3	FALSE
"canegrowing"	3	FALSE
"Carmody"	3	FALSE
"Carta"	3	FALSE
"Carty"	3	FALSE
"Cassel"	3	FALSE
"Casterton"	3	FALSE
"castiron"	3	FALSE
"casus"	3	FALSE
"Cb"	3	FALSE
"ceed"	3	FALSE
"cept"	3	FALSE
"cer"	3	FALSE
"cerning"	3	FALSE
"Chaffey"	3	FALSE
"Chauvel"	3	FALSE
"cheaplabour"	3	FALSE
"chequemanufactured"	3	FALSE
"Chili"	3	FALSE
"Chillagoe"	3	FALSE
"chrysoprase"	3	FALSE
"Chubb"	3	FALSE
"circum"	3	FALSE
"Clarrie"	3	FALSE
"Clermont"	3	FALSE
"clude"	3	FALSE
"Clutha"	3	FALSE
"coa"	3	FALSE
"Coalcliff"	3	FALSE
"coalowners"	3	FALSE
"cocoanut"	3	FALSE
"Coff's"	3	FALSE
"colonics"	3	FALSE
"Colorvideo"	3	FALSE
"Comalco"	3	FALSE
"Combe"	3	FALSE
"commerical"	3	FALSE
"Common.wealth"	3	FALSE
"CommonwealthGovernment"	3	FALSE
"competi"	3	FALSE
"Compur"	3	FALSE
"condi"	3	FALSE
"Conpress"	3	FALSE
"Coode"	3	FALSE
"Coolangatta"	3	FALSE
"cornia"	3	FALSE
"cornshellers"	3	FALSE
"Corriedales"	3	FALSE
"Cosgrove"	3	FALSE
"coun"	3	FALSE
"courtmartial"	3	FALSE
"courtmartialled"	3	FALSE
"cr"	3	FALSE
"crf"	3	FALSE
"Cronulla"	3	FALSE
"crossexamined"	3	FALSE
"Crowe"	3	FALSE
"cryolite"	3	FALSE
"CSR"	3	FALSE
"Cunard"	3	FALSE
"cus"	3	FALSE
"cx"	3	FALSE
"D.C"	3	FALSE
"Dalziel"	3	FALSE
"Danegeld"	3	FALSE
"Danton"	3	FALSE
"Danysz's"	3	FALSE
"Dargin"	3	FALSE
"Darra"	3	FALSE
"Davitt"	3	FALSE
"day3"	3	FALSE
"DC4"	3	FALSE
"DC8"	3	FALSE
"dd"	3	FALSE
"DDLs"	3	FALSE
"Deakin's"	3	FALSE
"dealtwith"	3	FALSE
"DEDMAN"	3	FALSE
"Deever"	3	FALSE
"Del"	3	FALSE
"denaturated"	3	FALSE
"dextrine"	3	FALSE
"dic"	3	FALSE
"Dili"	3	FALSE
"disloyalist"	3	FALSE
"dissentients"	3	FALSE
"Dixson"	3	FALSE
"Doesthe"	3	FALSE
"doin"	3	FALSE
"Doulton"	3	FALSE
"drabs"	3	FALSE
"dribs"	3	FALSE
"ducers"	3	FALSE
"DuncanHughes"	3	FALSE
"duringthe"	3	FALSE
"dustrial"	3	FALSE
"dwt"	3	FALSE
"Dyett"	3	FALSE
"EARLE"	3	FALSE
"Educa"	3	FALSE
"Eggins"	3	FALSE
"Einfeld"	3	FALSE
"Eis"	3	FALSE
"Elcho"	3	FALSE
"Elsternwick"	3	FALSE
"Emira"	3	FALSE
"Employes"	3	FALSE
"engraft"	3	FALSE
"equi"	3	FALSE
"ers"	3	FALSE
"es"	3	FALSE
"esse"	3	FALSE
"essentia"	3	FALSE
"Esthonia"	3	FALSE
"Evatt's"	3	FALSE
"exAttorneyGeneral"	3	FALSE
"ExecutiveCouncil"	3	FALSE
"exmembers"	3	FALSE
"expressway"	3	FALSE
"Externa"	3	FALSE
"ey"	3	FALSE
"F111C"	3	FALSE
"facta"	3	FALSE
"Fadden's"	3	FALSE
"Fauldings"	3	FALSE
"Fe"	3	FALSE
"featherbedding"	3	FALSE
"Feiners"	3	FALSE
"Feinism"	3	FALSE
"Ferntree"	3	FALSE
"Fetherston"	3	FALSE
"fiancee"	3	FALSE
"fid"	3	FALSE
"finan"	3	FALSE
"findthat"	3	FALSE
"fishbolts"	3	FALSE
"fiveyear"	3	FALSE
"forby"	3	FALSE
"forCapricornia"	3	FALSE
"Fordsdale"	3	FALSE
"foreigngoing"	3	FALSE
"forFawkner"	3	FALSE
"fortythree"	3	FALSE
"forWerriwa"	3	FALSE
"freeenterprise"	3	FALSE
"Freetrade"	3	FALSE
"freightage"	3	FALSE
"from1s"	3	FALSE
"Frome"	3	FALSE
"Fruitgrowers"	3	FALSE
"Fullagar"	3	FALSE
"G.A.T.T"	3	FALSE
"G.B"	3	FALSE
"G.P.O"	3	FALSE
"Garrard"	3	FALSE
"gation"	3	FALSE
"gd"	3	FALSE
"Gd"	3	FALSE
"ge"	3	FALSE
"gi"	3	FALSE
"ginneries"	3	FALSE
"Gleeson"	3	FALSE
"Glencross"	3	FALSE
"Glenelg"	3	FALSE
"Glossop"	3	FALSE
"Goldring's"	3	FALSE
"Goldsworthy"	3	FALSE
"gouda"	3	FALSE
"Governmentwould"	3	FALSE
"Gowrie"	3	FALSE
"Grahame"	3	FALSE
"Gravatt"	3	FALSE
"Greenslopes"	3	FALSE
"gress"	3	FALSE
"Grigg"	3	FALSE
"gwen"	3	FALSE
"H.M.A"	3	FALSE
"ha9"	3	FALSE
"habour"	3	FALSE
"halfpast"	3	FALSE
"Hamersley"	3	FALSE
"Hames"	3	FALSE
"Hampson"	3	FALSE
"Hannan"	3	FALSE
"hari"	3	FALSE
"Haslem"	3	FALSE
"havedone"	3	FALSE
"havenot"	3	FALSE
"Hawkes"	3	FALSE
"Healys"	3	FALSE
"heartrending"	3	FALSE
"Heitmann"	3	FALSE
"Hellier"	3	FALSE
"HENRYWILLIS"	3	FALSE
"Hergott"	3	FALSE
"Hewas"	3	FALSE
"Heydon"	3	FALSE
"Hibble"	3	FALSE
"HIGGS"	3	FALSE
"higherpaid"	3	FALSE
"Hiley"	3	FALSE
"hillbillies"	3	FALSE
"Hirst"	3	FALSE
"Hoare"	3	FALSE
"Holdsworthy"	3	FALSE
"Holford"	3	FALSE
"Hollman"	3	FALSE
"Holt's"	3	FALSE
"Hon.G"	3	FALSE
"honor.orable"	3	FALSE
"honorablefriends"	3	FALSE
"honored"	3	FALSE
"Hordern"	3	FALSE
"Hordern's"	3	FALSE
"hotch"	3	FALSE
"House.I"	3	FALSE
"Houseof"	3	FALSE
"Hp"	3	FALSE
"hs"	3	FALSE
"Hughenden"	3	FALSE
"Hummerston"	3	FALSE
"Hurstville"	3	FALSE
"Hythe"	3	FALSE
"i.s"	3	FALSE
"i.t"	3	FALSE
"i2"	3	FALSE
"Iascar"	3	FALSE
"Idriess"	3	FALSE
"ifwe"	3	FALSE
"ig"	3	FALSE
"iiic"	3	FALSE
"illadvised"	3	FALSE
"illhealth"	3	FALSE
"illinformed"	3	FALSE
"illwill"	3	FALSE
"Imove"	3	FALSE
"inclosed"	3	FALSE
"inconnexion"	3	FALSE
"IndustrialResearch"	3	FALSE
"ings"	3	FALSE
"inorder"	3	FALSE
"inrespect"	3	FALSE
"Internationa"	3	FALSE
"InterParliamentary"	3	FALSE
"InterScan"	3	FALSE
"Invercargill"	3	FALSE
"inVictoria"	3	FALSE
"iO"	3	FALSE
"ios"	3	FALSE
"ip"	3	FALSE
"irrigationists"	3	FALSE
"iS"	3	FALSE
"is_"	3	FALSE
"is.no"	3	FALSE
"is1"	3	FALSE
"IsaCloncurry"	3	FALSE
"isbeing"	3	FALSE
"iso"	3	FALSE
"Isthe"	3	FALSE
"isvery"	3	FALSE
"it1"	3	FALSE
"ita"	3	FALSE
"ith"	3	FALSE
"itnot"	3	FALSE
"itthat"	3	FALSE
"itto"	3	FALSE
"ive"	3	FALSE
"IWC"	3	FALSE
"Jacomini"	3	FALSE
"Janus"	3	FALSE
"Jauncey"	3	FALSE
"Jb"	3	FALSE
"jection"	3	FALSE
"Jeparit"	3	FALSE
"joh"	3	FALSE
"jority"	3	FALSE
"Jukes"	3	FALSE
"jus"	3	FALSE
"Kapunda"	3	FALSE
"kas"	3	FALSE
"Kas"	3	FALSE
"Katyn"	3	FALSE
"Kavu"	3	FALSE
"khakee"	3	FALSE
"Khemlani"	3	FALSE
"Kidston"	3	FALSE
"Kissinger's"	3	FALSE
"kno"	3	FALSE
"knowit"	3	FALSE
"Kong's"	3	FALSE
"kow"	3	FALSE
"Kurian"	3	FALSE
"Kurusu"	3	FALSE
"Kyeema"	3	FALSE
"l's"	3	FALSE
"l0d"	3	FALSE
"Lambton"	3	FALSE
"Langsford"	3	FALSE
"Langtry"	3	FALSE
"Larrakia"	3	FALSE
"las"	3	FALSE
"lastnamed"	3	FALSE
"lbc"	3	FALSE
"Leahy"	3	FALSE
"lems"	3	FALSE
"Lenox"	3	FALSE
"Lensworth"	3	FALSE
"Leonards"	3	FALSE
"Leong"	3	FALSE
"Leonora"	3	FALSE
"lettercarrier"	3	FALSE
"lettergrams"	3	FALSE
"lettersorters"	3	FALSE
"Leviston"	3	FALSE
"Li's"	3	FALSE
"libelous"	3	FALSE
"licencefee"	3	FALSE
"Liebig"	3	FALSE
"liketo"	3	FALSE
"linters"	3	FALSE
"LIONELBOWEN"	3	FALSE
"Lippmann"	3	FALSE
"Lipshutt"	3	FALSE
"litis"	3	FALSE
"locallymanufactured"	3	FALSE
"LockKimba"	3	FALSE
"lod"	3	FALSE
"Loring"	3	FALSE
"Lovegrove"	3	FALSE
"ltd"	3	FALSE
"M.A"	3	FALSE
"M60"	3	FALSE
"Macchi"	3	FALSE
"Macdonell"	3	FALSE
"Macrossan"	3	FALSE
"madefor"	3	FALSE
"Mahan"	3	FALSE
"mak"	3	FALSE
"Malley"	3	FALSE
"Malthusianism"	3	FALSE
"mam"	3	FALSE
"Mangalore"	3	FALSE
"manifestoes"	3	FALSE
"Manisty"	3	FALSE
"Manunda"	3	FALSE
"Maoris"	3	FALSE
"Marloo"	3	FALSE
"Marranboy"	3	FALSE
"Marshman"	3	FALSE
"Mataungan"	3	FALSE
"mattei"	3	FALSE
"Mau"	3	FALSE
"McC"	3	FALSE
"McCAY"	3	FALSE
"McCulloch"	3	FALSE
"McDONALD"	3	FALSE
"McFarlane"	3	FALSE
"McGowen"	3	FALSE
"McInnis"	3	FALSE
"Mclntyre"	3	FALSE
"McNicoll"	3	FALSE
"McPhillips"	3	FALSE
"mea"	3	FALSE
"Medlyn"	3	FALSE
"mee"	3	FALSE
"Meekatharra"	3	FALSE
"Meere"	3	FALSE
"Mein"	3	FALSE
"mem'bers"	3	FALSE
"memher"	3	FALSE
"memoire"	3	FALSE
"Mendi"	3	FALSE
"ment's"	3	FALSE
"menwill"	3	FALSE
"mer"	3	FALSE
"MetroGoldwynMayer"	3	FALSE
"Mi1"	3	FALSE
"mighthave"	3	FALSE
"Millaquin"	3	FALSE
"Millen's"	3	FALSE
"millenium"	3	FALSE
"mineowners"	3	FALSE
"mised"	3	FALSE
"Mitsui"	3	FALSE
"Mitta"	3	FALSE
"mitted"	3	FALSE
"moded"	3	FALSE
"Moonee"	3	FALSE
"Moorebank"	3	FALSE
"mora"	3	FALSE
"MotorsHolden's"	3	FALSE
"MotorsHoldens"	3	FALSE
"Moulamein"	3	FALSE
"Moura"	3	FALSE
"mr"	3	FALSE
"Mr.Blakeley"	3	FALSE
"Mr.CHARLTON"	3	FALSE
"Mr.CONSIDINE"	3	FALSE
"Mr.Fowler"	3	FALSE
"Mr.Killen"	3	FALSE
"Mr.LAZZARINI"	3	FALSE
"Mr.Mauger"	3	FALSE
"Mr.REID"	3	FALSE
"Mr.RIORDAN"	3	FALSE
"Mr.Ward"	3	FALSE
"Mr.WARD"	3	FALSE
"Mr.Watt"	3	FALSE
"Mr.WENTWORTH"	3	FALSE
"Mr.WILKS"	3	FALSE
"Mr.Wise"	3	FALSE
"Mullewa"	3	FALSE
"nae"	3	FALSE
"Nambucca"	3	FALSE
"Narrabri"	3	FALSE
"natura"	3	FALSE
"Nauruans"	3	FALSE
"nazis"	3	FALSE
"NBN"	3	FALSE
"nc"	3	FALSE
"necessarv"	3	FALSE
"Nelungaloo"	3	FALSE
"ner"	3	FALSE
